Kategori,Tempat,Rating Tempat,Total Ulasan,Nama Reviewer,Bintang,Tanggal,Ulasan,teks_cleaned,teks_normalized,teks_final,topik,sentimen,sentimen_score
Lainnya,Pulau Cena,4.5,10,Najha Huda,4,2026-02-26T16:14:37.521Z,"ccok untuk semua kalangan ,aplgi bagi orng yg suka camping",ccok untuk semua kalangan aplgi bagi orng yg suka camping,ccok untuk semua kalangan aplgi bagi orng yang suka camping,ccok semua kalangan aplgi bagi orng suka camping,Lainnya,Positif,0.9284
Lainnya,Pulau Cena,4.5,10,Harisuddin,5,2024-04-07T01:28:02.293Z,Proyeksi wisata berkelanjutan yang indah,proyeksi wisata berkelanjutan yang indah,proyeksi wisata berkelanjutan yang indah,proyeksi wisata berkelanjutan indah,Lainnya,Positif,0.9713
