Kategori,Tempat,Rating Tempat,Total Ulasan,Nama Reviewer,Bintang,Tanggal,Ulasan,teks_cleaned,teks_normalized,teks_final,topik,sentimen,sentimen_score
Pemerintahan,Kantor Kelurahan Kawisanyar,4.5,2,F D,4,2017-08-31T08:51:57.605Z,Pelayanannya semakin ramah.,pelayanannya semakin ramah,pelayanannya semakin ramah,pelayanannya semakin ramah,Pelayanan,Negatif,0.996
Pemerintahan,Kantor Kelurahan Kawisanyar,4.5,2,yudi oke,5,2016-09-05T02:58:34.761Z,Kantor Kelurahan Kawisanyar.,kantor kelurahan kawisanyar,kantor kelurahan kawisanyar,kantor kelurahan kawisanyar,Lainnya,Netral,0.996
